name,date,quantity,id
Alstroemeria,2017-06-17,2990,MAWF41331798929462
Alstroemeria,2017-06-16,3217,MAWF41331798929462
Alstroemeria,2017-06-15,2661,MAWF41331798929462
Alstroemeria,2017-06-14,1709,MAWF41331798929462
Alstroemeria,2017-06-13,1688,MAWF41331798929462
Alstroemeria,2017-06-12,1711,MAWF41331798929462
Alstroemeria,2017-06-11,1409,MAWF41331798929462
Alstroemeria,2017-06-10,2757,MAWF41331798929462
Alstroemeria,2017-06-09,3120,MAWF41331798929462
Alstroemeria,2017-06-08,2584,MAWF41331798929462
Alstroemeria,2017-06-07,1788,MAWF41331798929462
Alstroemeria,2017-06-06,1522,MAWF41331798929462
Alstroemeria,2017-06-05,1767,MAWF41331798929462
Alstroemeria,2017-06-04,1377,MAWF41331798929462
Alstroemeria,2017-06-03,3048,MAWF41331798929462
Alstroemeria,2017-06-02,3314,MAWF41331798929462
Alstroemeria,2017-06-01,2569,MAWF41331798929462
Alstroemeria,2017-05-31,1931,MAWF41331798929462
Alstroemeria,2017-05-30,2136,MAWF41331798929462
Alstroemeria,2017-05-29,1784,MAWF41331798929462
Alstroemeria,2017-05-28,1501,MAWF41331798929462
Alstroemeria,2017-05-27,3450,MAWF41331798929462
Alstroemeria,2017-05-26,3628,MAWF41331798929462
Alstroemeria,2017-05-25,2805,MAWF41331798929462
Alstroemeria,2017-05-24,1942,MAWF41331798929462
Alstroemeria,2017-05-23,1768,MAWF41331798929462
Alstroemeria,2017-05-22,1745,MAWF41331798929462
Alstroemeria,2017-05-21,1274,MAWF41331798929462
Alstroemeria,2017-05-20,3176,MAWF41331798929462
Alstroemeria,2017-05-19,3388,MAWF41331798929462
Alstroemeria,2017-05-18,2806,MAWF41331798929462
Alstroemeria,2017-05-17,1906,MAWF41331798929462
Alstroemeria,2017-05-16,1785,MAWF41331798929462
Alstroemeria,2017-05-15,1915,MAWF41331798929462
Alstroemeria,2017-05-14,1250,MAWF41331798929462
Alstroemeria,2017-05-13,3087,MAWF41331798929462
Alstroemeria,2017-05-12,3632,MAWF41331798929462
Alstroemeria,2017-05-11,2559,MAWF41331798929462
Alstroemeria,2017-05-10,1558,MAWF41331798929462
Alstroemeria,2017-05-09,1859,MAWF41331798929462
Alstroemeria,2017-05-08,1947,MAWF41331798929462
Alstroemeria,2017-05-07,1324,MAWF41331798929462
Alstroemeria,2017-05-06,2893,MAWF41331798929462
Alstroemeria,2017-05-05,3403,MAWF41331798929462
Alstroemeria,2017-05-04,2457,MAWF41331798929462
Alstroemeria,2017-05-03,1628,MAWF41331798929462
Alstroemeria,2017-05-02,1971,MAWF41331798929462
Alstroemeria,2017-05-01,1802,MAWF41331798929462
Alstroemeria,2017-04-30,1526,MAWF41331798929462
Alstroemeria,2017-04-29,2867,MAWF41331798929462
Alstroemeria,2017-04-28,3603,MAWF41331798929462
Alstroemeria,2017-04-27,2773,MAWF41331798929462
Alstroemeria,2017-04-26,1818,MAWF41331798929462
Alstroemeria,2017-04-25,1750,MAWF41331798929462
Alstroemeria,2017-04-24,1893,MAWF41331798929462
Alstroemeria,2017-04-23,1321,MAWF41331798929462
Alstroemeria,2017-04-22,2856,MAWF41331798929462
Alstroemeria,2017-04-21,2666,MAWF41331798929462
Alstroemeria,2017-04-20,2037,MAWF41331798929462
Alstroemeria,2017-04-19,1399,MAWF41331798929462
Alstroemeria,2017-04-18,1621,MAWF41331798929462
Alstroemeria,2017-04-17,1382,MAWF41331798929462
Alstroemeria,2017-04-16,131,MAWF41331798929462
Alstroemeria,2017-04-15,3061,MAWF41331798929462
Alstroemeria,2017-04-14,2538,MAWF41331798929462
Alstroemeria,2017-04-13,3090,MAWF41331798929462
Alstroemeria,2017-04-12,1780,MAWF41331798929462
Alstroemeria,2017-04-11,1525,MAWF41331798929462
Alstroemeria,2017-04-10,1508,MAWF41331798929462
Alstroemeria,2017-04-09,1035,MAWF41331798929462
Alstroemeria,2017-04-08,2188,MAWF41331798929462
Alstroemeria,2017-04-07,2158,MAWF41331798929462
Alstroemeria,2017-04-06,1843,MAWF41331798929462
Alstroemeria,2017-04-05,1358,MAWF41331798929462
Alstroemeria,2017-04-04,1258,MAWF41331798929462
Alstroemeria,2017-04-03,1308,MAWF41331798929462
Alstroemeria,2017-04-02,938,MAWF41331798929462
Alstroemeria,2017-04-01,2029,MAWF41331798929462
Alstroemeria,2017-03-31,2105,MAWF41331798929462
Alstroemeria,2017-03-30,1497,MAWF41331798929462
Alstroemeria,2017-03-29,1131,MAWF41331798929462
Alstroemeria,2017-03-28,1062,MAWF41331798929462
Alstroemeria,2017-03-27,1072,MAWF41331798929462
Alstroemeria,2017-03-26,2268,MAWF41331798929462
Alstroemeria,2017-03-25,2826,MAWF41331798929462
Alstroemeria,2017-03-24,1938,MAWF41331798929462
Alstroemeria,2017-03-23,1732,MAWF41331798929462
Alstroemeria,2017-03-22,1387,MAWF41331798929462
Alstroemeria,2017-03-21,1346,MAWF41331798929462
Alstroemeria,2017-03-20,1182,MAWF41331798929462
Alstroemeria,2017-03-19,1110,MAWF41331798929462
Alstroemeria,2017-03-18,2301,MAWF41331798929462
Alstroemeria,2017-03-17,2463,MAWF41331798929462
Alstroemeria,2017-03-16,1884,MAWF41331798929462
Alstroemeria,2017-03-15,1324,MAWF41331798929462
Alstroemeria,2017-03-14,1267,MAWF41331798929462
Alstroemeria,2017-03-13,1289,MAWF41331798929462
Alstroemeria,2017-03-12,1162,MAWF41331798929462
Alstroemeria,2017-03-11,2165,MAWF41331798929462
Alstroemeria,2017-03-10,2471,MAWF41331798929462
Alstroemeria,2017-03-09,1949,MAWF41331798929462
Alstroemeria,2017-03-08,1613,MAWF41331798929462
Alstroemeria,2017-03-07,1277,MAWF41331798929462
Alstroemeria,2017-03-06,1277,MAWF41331798929462
Alstroemeria,2017-03-05,1072,MAWF41331798929462
Alstroemeria,2017-03-04,2189,MAWF41331798929462
Alstroemeria,2017-03-03,2346,MAWF41331798929462
Alstroemeria,2017-03-02,2068,MAWF41331798929462
Alstroemeria,2017-03-01,1327,MAWF41331798929462
Alstroemeria,2017-02-28,1399,MAWF41331798929462
Alstroemeria,2017-02-27,1320,MAWF41331798929462
Alstroemeria,2017-02-26,1032,MAWF41331798929462
Alstroemeria,2017-02-25,2228,MAWF41331798929462
Alstroemeria,2017-02-24,2570,MAWF41331798929462
Alstroemeria,2017-02-23,1736,MAWF41331798929462
Alstroemeria,2017-02-22,1468,MAWF41331798929462
Alstroemeria,2017-02-21,1368,MAWF41331798929462
Alstroemeria,2017-02-20,1313,MAWF41331798929462
Alstroemeria,2017-02-19,1128,MAWF41331798929462
Alstroemeria,2017-02-18,1988,MAWF41331798929462
Alstroemeria,2017-02-17,2259,MAWF41331798929462
Alstroemeria,2017-02-16,2188,MAWF41331798929462
Alstroemeria,2017-02-15,1498,MAWF41331798929462
Alstroemeria,2017-02-14,2307,MAWF41331798929462
Alstroemeria,2017-02-13,1615,MAWF41331798929462
Alstroemeria,2017-02-12,849,MAWF41331798929462
Alstroemeria,2017-02-11,1925,MAWF41331798929462
Alstroemeria,2017-02-10,2356,MAWF41331798929462
Alstroemeria,2017-02-09,1949,MAWF41331798929462
Alstroemeria,2017-02-08,1473,MAWF41331798929462
Alstroemeria,2017-02-07,1386,MAWF41331798929462
Alstroemeria,2017-02-06,1447,MAWF41331798929462
Alstroemeria,2017-02-05,1151,MAWF41331798929462
Alstroemeria,2017-02-04,2235,MAWF41331798929462
Alstroemeria,2017-02-03,2418,MAWF41331798929462
Alstroemeria,2017-02-02,2021,MAWF41331798929462
Alstroemeria,2017-02-01,1352,MAWF41331798929462
Alstroemeria,2017-01-31,1294,MAWF41331798929462
Alstroemeria,2017-01-30,1295,MAWF41331798929462
Alstroemeria,2017-01-29,1141,MAWF41331798929462
Alstroemeria,2017-01-28,2072,MAWF41331798929462
Alstroemeria,2017-01-27,2212,MAWF41331798929462
Alstroemeria,2017-01-26,1940,MAWF41331798929462
Alstroemeria,2017-01-25,1430,MAWF41331798929462
Alstroemeria,2017-01-24,1213,MAWF41331798929462
Alstroemeria,2017-01-23,1130,MAWF41331798929462
Alstroemeria,2017-01-22,1009,MAWF41331798929462
Alstroemeria,2017-01-21,2468,MAWF41331798929462
Alstroemeria,2017-01-20,2978,MAWF41331798929462
Alstroemeria,2017-01-19,2395,MAWF41331798929462
Alstroemeria,2017-01-18,1571,MAWF41331798929462
Alstroemeria,2017-01-17,1548,MAWF41331798929462
Alstroemeria,2017-01-16,1459,MAWF41331798929462
Alstroemeria,2017-01-15,1197,MAWF41331798929462
Alstroemeria,2017-01-14,2541,MAWF41331798929462
Alstroemeria,2017-01-13,2303,MAWF41331798929462
Alstroemeria,2017-01-12,2010,MAWF41331798929462
Alstroemeria,2017-01-11,1535,MAWF41331798929462
Alstroemeria,2017-01-10,1438,MAWF41331798929462
Alstroemeria,2017-01-09,1574,MAWF41331798929462
Alstroemeria,2017-01-08,1165,MAWF41331798929462
Alstroemeria,2017-01-07,2133,MAWF41331798929462
Alstroemeria,2017-01-06,2416,MAWF41331798929462
Alstroemeria,2017-01-05,2242,MAWF41331798929462
Alstroemeria,2017-01-04,1689,MAWF41331798929462
Alstroemeria,2017-01-03,1689,MAWF41331798929462
Alstroemeria,2017-01-02,1680,MAWF41331798929462
Alstroemeria,2017-01-01,598,MAWF41331798929462
Alstroemeria,2016-12-31,1945,MAWF41331798929462
Alstroemeria,2016-12-30,1829,MAWF41331798929462
Alstroemeria,2016-12-29,1674,MAWF41331798929462
Alstroemeria,2016-12-28,1411,MAWF41331798929462
Alstroemeria,2016-12-27,1123,MAWF41331798929462
Alstroemeria,2016-12-26,436,MAWF41331798929462
Alstroemeria,2016-12-24,1595,MAWF41331798929462
Alstroemeria,2016-12-23,1728,MAWF41331798929462
Alstroemeria,2016-12-22,1542,MAWF41331798929462
Alstroemeria,2016-12-21,1380,MAWF41331798929462
Alstroemeria,2016-12-20,1177,MAWF41331798929462
Alstroemeria,2016-12-19,1140,MAWF41331798929462
Alstroemeria,2016-12-18,754,MAWF41331798929462
Alstroemeria,2016-12-17,1459,MAWF41331798929462
Alstroemeria,2016-12-16,1845,MAWF41331798929462
Alstroemeria,2016-12-15,1443,MAWF41331798929462
Alstroemeria,2016-12-14,1399,MAWF41331798929462
Alstroemeria,2016-12-13,1229,MAWF41331798929462
Alstroemeria,2016-12-12,1254,MAWF41331798929462
Alstroemeria,2016-12-11,946,MAWF41331798929462
Alstroemeria,2016-12-10,1981,MAWF41331798929462
Alstroemeria,2016-12-09,2127,MAWF41331798929462
Alstroemeria,2016-12-08,1811,MAWF41331798929462
Alstroemeria,2016-12-07,1463,MAWF41331798929462
Alstroemeria,2016-12-06,1317,MAWF41331798929462
Alstroemeria,2016-12-05,1396,MAWF41331798929462
Alstroemeria,2016-12-04,1162,MAWF41331798929462
Alstroemeria,2016-12-03,2464,MAWF41331798929462
Alstroemeria,2016-12-02,2602,MAWF41331798929462
Alstroemeria,2016-12-01,2177,MAWF41331798929462
Alstroemeria,2016-11-30,1731,MAWF41331798929462
Alstroemeria,2016-11-29,1509,MAWF41331798929462
Alstroemeria,2016-11-28,1804,MAWF41331798929462
Alstroemeria,2016-11-27,1319,MAWF41331798929462
Alstroemeria,2016-11-26,2855,MAWF41331798929462
Alstroemeria,2016-11-25,3362,MAWF41331798929462
Alstroemeria,2016-11-24,2770,MAWF41331798929462
Alstroemeria,2016-11-23,1964,MAWF41331798929462
Alstroemeria,2016-11-22,1795,MAWF41331798929462
Alstroemeria,2016-11-21,1804,MAWF41331798929462
Alstroemeria,2016-11-20,1515,MAWF41331798929462
Alstroemeria,2016-11-19,3088,MAWF41331798929462
Alstroemeria,2016-11-18,3829,MAWF41331798929462
Alstroemeria,2016-11-17,2888,MAWF41331798929462
Alstroemeria,2016-11-16,1938,MAWF41331798929462
Alstroemeria,2016-11-15,1713,MAWF41331798929462
Alstroemeria,2016-11-14,2027,MAWF41331798929462
Alstroemeria,2016-11-13,1376,MAWF41331798929462
Alstroemeria,2016-11-12,3327,MAWF41331798929462
Alstroemeria,2016-11-11,3888,MAWF41331798929462
Alstroemeria,2016-11-10,2830,MAWF41331798929462
Alstroemeria,2016-11-09,2031,MAWF41331798929462
Alstroemeria,2016-11-08,2015,MAWF41331798929462
Alstroemeria,2016-11-07,2055,MAWF41331798929462
Alstroemeria,2016-11-06,1648,MAWF41331798929462
Alstroemeria,2016-11-05,3548,MAWF41331798929462
Alstroemeria,2016-11-04,4068,MAWF41331798929462
Alstroemeria,2016-11-03,2950,MAWF41331798929462
Alstroemeria,2016-11-02,2127,MAWF41331798929462
Alstroemeria,2016-11-01,1805,MAWF41331798929462
Alstroemeria,2016-10-31,2129,MAWF41331798929462
Alstroemeria,2016-10-30,1822,MAWF41331798929462
Alstroemeria,2016-10-29,3587,MAWF41331798929462
Alstroemeria,2016-10-28,3950,MAWF41331798929462
Alstroemeria,2016-10-27,3005,MAWF41331798929462
Alstroemeria,2016-10-26,2158,MAWF41331798929462
Alstroemeria,2016-10-25,1965,MAWF41331798929462
Alstroemeria,2016-10-24,2099,MAWF41331798929462
Alstroemeria,2016-10-23,1577,MAWF41331798929462
Alstroemeria,2016-10-22,3304,MAWF41331798929462
Alstroemeria,2016-10-21,3751,MAWF41331798929462
Alstroemeria,2016-10-20,2894,MAWF41331798929462
Alstroemeria,2016-10-19,1942,MAWF41331798929462
Alstroemeria,2016-10-18,1696,MAWF41331798929462
Alstroemeria,2016-10-17,2049,MAWF41331798929462
Alstroemeria,2016-10-16,1694,MAWF41331798929462
Alstroemeria,2016-10-15,3091,MAWF41331798929462
Alstroemeria,2016-10-14,3696,MAWF41331798929462
Alstroemeria,2016-10-13,2683,MAWF41331798929462
Alstroemeria,2016-10-12,1781,MAWF41331798929462
Alstroemeria,2016-10-11,1531,MAWF41331798929462
Alstroemeria,2016-10-10,1724,MAWF41331798929462
Alstroemeria,2016-10-09,1437,MAWF41331798929462
Alstroemeria,2016-10-08,2852,MAWF41331798929462
Alstroemeria,2016-10-07,3474,MAWF41331798929462
Alstroemeria,2016-10-06,2622,MAWF41331798929462
